index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
178	178	178	crowd:upward_monotone					A squirrel in summer is taking a bath in the pond.	A squirrel is taking a bath in the pond.						entailment
179	179	179	crowd:downward_monotone					Tom and Mary were speaking to each other in a language i didn't recognize.	Tom and Mary were speaking to each other in a recognizable language i didn't recognize.						neutral
180	180	180	crowd:upward_monotone:lexical_knowledge					The office was small but it had a view of the city.	The office was small but it had a smell of the city.						neutral
181	181	181	crowd:downward_monotone:lexical_knowledge					There is no accounting for taste.	There is no accounting for unique.						neutral
182	182	182	crowd:downward_monotone:conjunction					There is no accounting for taste.	There is no accounting for taste and hobbies.						neutral
183	183	183	crowd:upward_monotone:reverse					Every one but Jim came.	Every one but lazy Jim came.						neutral
184	184	184	crowd:upward_monotone:reverse					Every one but lazy Jim came.	Every one but Jim came.						entailment
185	185	185	crowd:upward_monotone:reverse					Every one but Jim came.	Every one but Jim who was busy that day came.						neutral
186	186	186	crowd:upward_monotone:reverse					Every one but Jim who was busy that day came.	Every one but Jim came.						entailment
187	187	187	crowd:upward_monotone:reverse:conjunction					Every one but Jim came.	Every one but Jim and his wives came.						neutral
188	188	188	crowd:upward_monotone:reverse:conjunction					Every one but Jim and his wives came.	Every one but Jim came.						entailment
189	189	189	crowd:upward_monotone					There is a glass sculpture in the garden.	There is a beautifull glass sculpture in the play ground.						neutral
190	190	190	crowd:upward_monotone					There is a beautiful glass sculpture in the play ground.	There is a glass sculpture in the garden.						entailment
191	191	191	crowd:upward_monotone					There is a glass sculpture in the garden.	There is a glass bird sculpture in the garden.						neutral
192	192	192	crowd:upward_monotone					There is a glass bird sculpture in the garden.	There is a glass sculpture in the garden.						entailment
193	193	193	crowd:upward_monotone					There is a glass sculpture in the garden.	There is a little glass sculpture in the garden.						neutral
194	194	194	crowd:upward_monotone					There is a little glass sculpture in the garden.	There is a glass sculpture in the garden.						entailment
195	195	195	crowd:upward_monotone:lexical_knowledge					A cow chases away flies with its tail.	A heifer chases away flies with its tail.						neutral
196	196	196	crowd:upward_monotone					Brian bought a lipstick for Kate.	Brian bought a lipstick for his sister Kate.						neutral
197	197	197	crowd:upward_monotone					Brian bought a lipstick for her sister Kate.	Brian bought a lipstick for Kate.						entailment
198	198	198	crowd:upward_monotone:lexical_knowledge					Brian bought a lipstick for Kate.	Brian bought a lipstick for his wife.						neutral
199	199	199	crowd:upward_monotone:lexical_knowledge					Brian bought a lipstick for Kate.	Brian bought a lipstick for his partner.						neutral
200	200	200	crowd:upward_monotone:conjunction					There's a cat on the desk.	There's a big and old cat on the desk.						neutral
201	201	201	crowd:upward_monotone:conjunction					There's a big and old cat on the desk.	There's a cat on the desk.						entailment
202	202	202	crowd:upward_monotone					There's a cat on the desk.	There's a big chubby cat on the desk.						neutral
203	203	203	crowd:upward_monotone					There's a big chubby cat on the desk.	There's a cat on the desk.						entailment
204	204	204	crowd:upward_monotone:lexical_knowledge					She bought him a dog.	When she came back from the trip she bought him a gift.						neutral
205	205	205	crowd:upward_monotone					She bought him a dog.	She bought him a big dog.						neutral
206	206	206	crowd:upward_monotone					She bought him a big dog.	She bought him a dog.						entailment
207	207	207	crowd:upward_monotone:lexical_knowledge					She has been studying French for a few years.	She has been studying astro physics for a few years.						neutral
208	208	208	crowd:upward_monotone:lexical_knowledge					She has been studying French for a few years.	She has been studying some foreign languages like korean for a few years.						neutral
209	209	209	crowd:upward_monotone:lexical_knowledge					She has been studying French for a few years.	She has been studying caribbean language for a few years.						neutral
210	210	210	crowd:upward_monotone:lexical_knowledge					She gave a cat some milk.	She gave a dog some milk.						neutral
211	211	211	crowd:upward_monotone:lexical_knowledge					She gave a cat some milk.	She gave a cub some milk.						neutral
212	212	212	crowd:upward_monotone					She gave a cat some milk.	She gave an adult cat some milk.						neutral
213	213	213	crowd:upward_monotone					She gave an adult cat some milk.	She gave a cat some milk.						entailment
214	214	214	crowd:upward_monotone:lexical_knowledge					She gave a cat some milk.	She gave a monkey some milk.						neutral
215	215	215	crowd:upward_monotone:lexical_knowledge					He spent a few months in Scotland.	He spent a few months in wales.						neutral
216	216	216	crowd:upward_monotone:lexical_knowledge					He spent a few months in Scotland.	He spent a few months in madrid.						neutral
217	217	217	crowd:upward_monotone:conjunction					A lot of students around the world are studying English.	A lot of students around the world are studying English for better incomes and salaries.						neutral
218	218	218	crowd:upward_monotone:conjunction					A lot of students around the world are studying English for better incomes and salaries.	A lot of students around the world are studying English.						entailment
219	219	219	crowd:upward_monotone:lexical_knowledge					There are some apples in that box.	There are some pears in that box.						neutral
220	220	220	crowd:upward_monotone:lexical_knowledge					There are some apples in that box.	There are some lemons in that box.						neutral
221	221	221	crowd:upward_monotone:lexical_knowledge					There are some apples in that box.	There are some bananas in that box.						neutral
222	222	222	crowd:upward_monotone					A dog chased a cat.	A fat dog chased a cat.						neutral
223	223	223	crowd:upward_monotone					A fat dog chased a cat.	A dog chased a cat.						entailment
224	224	224	crowd:upward_monotone:lexical_knowledge					I bought a few stamps.	I bought a few pesos.						neutral
225	225	225	crowd:upward_monotone:lexical_knowledge					I bought a few stamps.	I bought a few posts.						neutral
226	226	226	crowd:upward_monotone					Nikos Kourkoulos was a greek actor.	Nikos Kourkoulos, who grew up in the athens district of zografou, was a greek actor.						neutral
227	227	227	crowd:upward_monotone					They're digging a hole.	They're digging a hole in the park.						neutral
