Pair_id	SentenceA	SentenceB	SICK_original_label	corrected_label
1350	There is no dog rolling from side to side	A dog is rolling from side to side	AcBBcA	AcBBcA
1351	A cute puppy is repeatedly rolling from side to side on its back	A puppy is repeatedly rolling from side to side on its back	AeBBnA	AeBBnA
1353	A cute puppy is repeatedly rolling from side to side on its back	A dog is rolling from side to side	AeBBnA	AeBBnA
1357	A puppy is repeatedly rolling from side to side on its back	A dog is rolling from side to side	AeBBnA	AeBBnA
1358	A machine is sharpening a pencil	A pencil is being sharpened	AeBBnA	AeBBnA
1360	The machine is shaving the end of a pencil	A pencil is being shaved by the machine	AeBBnA	AnBBnA
1362	A pencil is being shaved by the machine	A machine is sharpening a pencil	AeBBnA	AnBBnA
1364	The machine is shaving the end of a pencil	A pencil is being sharpened	AeBBnA	AeBBnA
1367	A man is playing a keyboard in a park	A man is playing a keyboard	AeBBnA	AeBBnA
1369	A pianist is playing the keyboard	A person is playing the keyboard	AeBBnA	AeBBnA
1370	A person is not playing the keyboard	A person is playing the keyboard	AcBBcA	AcBBcA
1373	A man is playing a keyboard in a park	A person is playing the keyboard	AeBBnA	AeBBnA
1375	A man is playing a keyboard	A person is playing the keyboard	AeBBnA	AeBBnA
1376	A man is rinsing a large steak	A man is rinsing a large piece of meat	AeBBnA	AeBBnA
1377	A man is rinsing a large steak	A man is not rinsing a large steak	AcBBcA	AcBBcA
1379	Nobody is rinsing a steak with water	A person is rinsing a steak with water	AcBBcA	AcBBcA
1385	A person is chopping a red onion	A person is chopping an onion	AeBBnA	AeBBnA
1386	A person is not chopping an onion	A person is chopping an onion	AcBBcA	AcBBcA
1387	A person is riding an old motorcycle	A person is riding a motorcycle	AeBBnA	AeBBnA
1394	A sad man is crying	A man is crying	AeBBnA	AeBBnA
1395	A man is laughing	A man is crying	AnBBnA	AcBBcA
1397	There is no man screaming	A man is screaming	AcBBcA	AcBBcA
1401	A man is laughing	A man is screaming	AnBBnA	AcBBcA
1404	A man is chopping butter into a small container	A man is chopping butter into a container	AeBBnA	AeBBnA
1406	A woman is not cutting shrimps	A woman is cutting shrimps	AcBBcA	AcBBcA
1412	Men are sawing logs	Men are cutting wood	AeBBnA	AeBBnA
1413	Women are sawing logs	Men are sawing logs	AnBBnA	AcBBcA
1416	Men are sawing logs	Men are sawing	AeBBnA	AeBBnA
1418	Men are cutting wood	Some men are sawing	AeBBnA	AeBBnA
1420	Men are sawing logs	Some men are sawing	AeBBnA	AeBBnA
1423	A woman is chopping a red onion	A woman is chopping an onion	AeBBnA	AeBBnA
1424	A woman is chopping an onion	A woman is not chopping an onion	AcBBcA	AcBBcA
1431	A man is playing a guitar	A man is not playing a guitar	AcBBcA	AcBBcA
1432	A man is playing a keyboard	A musician is playing a keyboard	AeBBnA	AnBBnA
1433	There is no man playing a keyboard	A man is playing a keyboard	AcBBcA	AcBBcA
1439	A man is spitting on the ground	A man is spitting	AeBBnA	AeBBnA
1440	A man is spitting	There is no man spitting	AcBBcA	AcBBcA
1441	A man is talking on the radio	A man is talking	AeBBnA	AeBBnA
1450	A woman is slicing meat with a sharp knife	A woman is slicing meat with a knife	AeBBnA	AeBBnA
1451	A woman is slicing meat with a knife	There is no woman slicing meat with a knife	AcBBcA	AcBBcA
1457	A happy baby is laughing	A baby is laughing	AeBBnA	AeBBnA
1458	A baby is laughing	A baby is crying	AnBBnA	AcBBcA
1459	A man is exercising	A man is doing physical activity	AeBBnA	AeBBeA
1466	Three men are jumping off a tall wall	Three men are jumping off a wall	AeBBnA	AeBBnA
1467	Three men are jumping on a wall	Three men are jumping off a wall	AcBBcA	AcBBcA
1468	Three young men are furiously running jumping and kicking near a vending machine	Three young men are running jumping and kicking near a vending machine	AeBBnA	AeBBnA
1475	A deer is jumping over a cyclone fence	A deer is jumping over a wall	AeBBnA	AeBBnA
1477	The deer is jumping over the low fence	The deer is jumping over the fence	AeBBnA	AeBBnA
1478	The deer is jumping over the fence	The deer is not jumping over the fence	AcBBcA	AcBBcA
1480	A deer is jumping over a cyclone fence	The deer is not jumping over the fence	AcBBcA	AcBBcA
1481	A deer is jumping over a wall	The deer is jumping over the fence	AnBBnA	AeBBnA
1483	A deer is jumping over a cyclone fence	The deer is jumping over the fence	AeBBnA	AeBBnA
1485	The man is not stirring oil	The man is stirring oil	AcBBcA	AcBBcA
1487	The man is not stirring the sauce for the chicken	The man is stirring the sauce for the chicken	AcBBcA	AcBBcA
1493	A man is playing an electric guitar	A man is playing guitar	AeBBnA	AeBBnA
1494	There is no man playing guitar	A man is playing guitar	AcBBcA	AcBBcA
1496	A man is playing a guitar	There is no man playing a guitar	AcBBcA	AcBBcA
1497	A man is strumming a guitar	A man is playing guitar	AeBBnA	AeBBnA
1498	A man is playing guitar	There is no man playing a guitar	AcBBcA	AcBBcA
1499	A man is playing an electric guitar	A man is playing a guitar	AeBBnA	AeBBnA
1500	There is no man playing guitar	A man is playing a guitar	AcBBcA	AcBBcA
1501	A man is playing a guitar	A man is playing guitar	AeBBeA	AeBBeA
1502	Three boys in karate uniform are sparring	Three boys in karate costumes are fighting	AeBBnA	AeBBnA
1503	Three boys in karate costumes aren't fighting	Three boys in karate costumes are fighting	AcBBcA	AcBBcA
1504	Three men are practicing karate in a field	Three men are practicing karate outdoors	AeBBnA	AeBBnA
1511	Some women are holding each other in a circle and dancing	A few women are holding each other and dancing together	AeBBnA	AeBBnA
1520	A woman is cutting broccoli	A woman is slicing vegetables	AeBBnA	AeBBnA
1521	There is no woman cutting broccoli	A woman is cutting broccoli	AcBBcA	AcBBcA
1529	A white horse is standing	A horse is standing	AeBBnA	AeBBnA
1531	A woman is cutting a white onion	A woman is cutting an onion	AeBBnA	AeBBnA
1539	A cat is playing a keyboard	There is no cat playing a keyboard	AcBBcA	AcBBcA
1541	A man is playing two keyboards	There is no man playing two keyboards	AcBBcA	AcBBcA
1547	Mimes are performing on a small stage	Mimes are performing on a stage	AeBBnA	AeBBnA
1549	The men are acting on a stage	The men are performing on stage	AeBBnA	AeBBnA
1556	A man is carrying a tree	A man is carrying a plant	AeBBnA	AeBBnA
1564	A man is picking up a tree	A man is carrying a tree	AeBBnA	AeBBnA
1565	A man is passionately playing the guitar	A man is playing the guitar	AeBBnA	AeBBnA
1566	A man is playing the guitar	There is no man playing the guitar	AcBBcA	AcBBcA
1569	A person is stopping playing a trumpet 	A person is playing a trumpet	AeBBnA	AnBBnA
1579	The badger isn't burrowing a hole	The badger is burrowing a hole	AcBBcA	AcBBcA
1581	There is no badger shrewdly digging the earth	A badger is shrewdly digging the earth	AcBBcA	AcBBcA
1582	A badger which is shrewd is digging the earth	The badger is burrowing a hole	AeBBnA	AeBBnA
1584	A hole is being burrowed by the badger	A badger is shrewdly digging the earth	AeBBnA	AeBBnA
1586	A badger is shrewdly digging the earth	The badger is burrowing a hole	AeBBnA	AeBBnA
1588	A man is pouring liquid into a pot	There is no man pouring liquid into a pot	AcBBcA	AcBBcA
1593	The chef is carefully pouring some oil into a pan	Some liquid is being poured into a pan by a man	AeBBnA	AeBBnA
1596	The man is typing on a machine used for stenography	A man is typing on a machine used for stenography	AeBBeA	AeBBeA
1598	The man is cautiously operating a stenograph	The man is operating a stenograph	AeBBnA	AeBBnA
1599	The man is operating a stenograph	The man isn't operating a stenograph	AcBBcA	AcBBcA
1604	The man is typing on a machine used for stenography	The man is operating a stenograph	AeBBnA	AeBBeA
1608	A snake is being fed a mouse by a man	No snake is being fed a mouse by a man	AcBBcA	AcBBcA
1610	The man is carefully feeding a mouse to the snake	The man is cautiously feeding a mouse to the snake	AeBBeA	AeBBeA
1611	The man isn't cautiously feeding a mouse to the snake	The man is cautiously feeding a mouse to the snake	AcBBcA	AcBBcA
1612	The man is carefully feeding a mouse to the snake	A snake is being fed a mouse by a man	AeBBnA	AeBBnA
1614	The man is cautiously feeding a mouse to the snake	One man is feeding a mouse to the snake	AeBBnA	AeBBnA
1617	The man is cautiously feeding a mouse to the snake	A snake is being fed a mouse by a man	AeBBnA	AeBBnA
1618	A guy is cheerfully playing with the footbag	A guy is cheerfully playing with a footbag	AeBBeA	AeBBeA
1619	There is a guy cheerfully playing with a footbag	A guy is cheerfully playing with a footbag	AeBBeA	AeBBeA
1620	The man is austerely playing a piano	The man is playing a piano	AeBBnA	AeBBnA
1621	The man isn't playing the piano	The man is playing a piano	AcBBcA	AcBBcA
1623	A guy is cheerfully playing with a footbag	The man isn't playing the piano	AeBBnA	AeBBnA
1627	A man is mixing a few ingredients in a bowl	Some ingredients are being mixed in a bowl by a person	AeBBnA	AeBBnA
1630	A woman is vigorously breaking two eggs in a bowl.	A woman is breaking two eggs in a bowl	AeBBnA	AeBBnA
1640	The girl is recklessly jumping onto a car	The girl is recklessly jumping onto a vehicle	AeBBnA	AeBBnA
1641	The girl is recklessly jumping onto a car	The girl isn't jumping onto the car recklessly	AcBBcA	AcBBcA
1645	A girl is on a jumping car	One girl is jumping on the car	AeBBnA	AnBBnA
1652	The girl is recklessly jumping onto a car	One girl is jumping on the car	AeBBnA	AeBBnA
1653	One woman is slowly peeling a potato	One woman is peeling a potato	AeBBnA	AeBBnA
1657	The potato is being peeled by a woman	The potato isn't being peeled by a woman	AcBBcA	AcBBcA
1658	A woman is peeling the potato	One woman is peeling a potato	AeBBeA	AeBBeA
1660	One woman is slowly peeling a potato	The potato is being peeled by a woman	AeBBnA	AeBBnA
1666	A boat's sail is being reflected by the peaceful water	A boat is sailing peacefully over the water	AeBBnA	AnBBnA
1667	The guitar is being played by the man	The guitar is being played by a man	AeBBeA	AeBBeA
1668	The guitar is being played by the man	The guitar is being played by nobody	AcBBcA	AcBBcA
1677	The man is pouring oil on a few tomatoes	One person pours oil on a few tomatoes	AeBBnA	AeBBnA
1681	There is no man pouring some oil on the tomatoes	The man is pouring some oil on the tomatoes	AcBBcA	AcBBcA
1686	The man is pouring some oil on the tomatoes	One person pours oil on a few tomatoes	AeBBnA	AeBBnA
1689	The man is pouring oil on a few tomatoes	The man is pouring some oil on the tomatoes	AeBBnA	AeBBnA
1691	There is no milk being drunk by a cat	The milk is being drunk by a cat	AcBBcA	AcBBcA
1693	A kitten is drinking fresh milk	A little cat is drinking fresh milk	AeBBnA	AeBBnA
1696	A little cat is drinking fresh milk	The milk is being drunk by a cat	AeBBnA	AeBBnA
1702	A kitten is drinking fresh milk	The milk is being drunk by a cat	AeBBnA	AeBBnA
1704	A man is emptying a container made of plastic	A man is filling a container made of plastic	AcBBcA	AcBBcA
1713	A man is slicing an onion	There is no man slicing an onion	AcBBcA	AcBBcA
1715	An onion is being cut by a man	The onion is being cut by the man	AeBBeA	AeBBeA
1716	No onion is being cut by a man	An onion is being cut by a man	AcBBcA	AcBBcA
1719	An onion is being sliced by a man	An onion is being cut by a man	AeBBeA	AeBBnA
1723	A man is recklessly riding a horse	A person is recklessly riding a horse	AeBBnA	AeBBnA
1724	A man is recklessly riding a horse	There is no man recklessly riding a horse	AcBBcA	AcBBcA
1726	The elephant is being ridden by the woman	The elephant isn't being ridden by the woman	AcBBcA	AcBBcA
1744	A man is pushing the buttons of a microwave	There is no man is pushing the buttons of a microwave	AcBBcA	AcBBcA
