index	task	verb	sentence	neg_sentence	complement	turker_pos_ratings	turker_neg_ratings	bert_pos_entailment_prob	bert_pos_contradiction_prob	bert_pos_neutral_prob	bert_neg_entailment_prob	bert_neg_contradiction_prob	bert_neg_neutral_prob	signature
99	to	claim	They said the hijackers wielded knives and claimed to have a bomb.	They said the hijackers wielded knives and did not claim to have a bomb.	They said the hijackers wielded knives and had a bomb.	1.0,2.0,2.0	-1.0,-1.0,0.0	0.99875534	0.00034639146	0.0008983175	0.0005404778	0.9985868	0.0008727563499999999	o/o
100	to	claim	They claim to look instead at future cash flows to stockholders.	They do not claim to look instead at future cash flows to stockholders.	They look instead at future cash flows to stockholders.	1.0,1.0,1.0	-1.0,0.0,0.0	0.9975776	0.00069812284	0.0017243099	0.00043426655	0.99872667	0.000839036	o/o
101	to	claim	Both the Post and ABC claim to have copies of the original TP.	Both the Post and ABC do not claim to have copies of the original TP.	Both the post and abc have copies of the original tp.	0.0,1.0,1.0	-2.0,0.0,0.0	0.9983235	0.00037624125	0.0013002503	0.00037448946	0.99842644	0.0011991676	o/o
102	to	claim	Clinton claims to have known nothing about the Chinese plans.	Clinton does not claim to have known nothing about the Chinese plans.	Clinton has known nothing about the chinese plans.	0.0,1.0,1.0	-2.0,0.0,0.0	0.9977518	0.00043457572	0.001813663	0.9950139	0.0015941751	0.0033918594	o/o
103	to	claim	She claimed to have found her calling.	She did not claim to have found her calling.	She had found her calling.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.9605267	0.002305192	0.037168153	0.00018477328	0.9993087	0.00050654885	o/o
104	to	expect	Legal service agencies expect to have increased funds next year.	Legal service agencies do not expect to have increased funds next year.	Legal service agencies have increased funds next year.	0.0,0.0,1.0	-2.0,-1.0,-1.0	0.9922543	0.0008566344	0.006889072	0.0004273847	0.99874395	0.0008286881	o/o
105	to	expect	Republicans expect to draw in black voter with the issue.	Republicans do not expect to draw in black voter with the issue.	Republicans draw in black voter with the issue.	-1.0,0.0,0.0	-2.0,0.0,0.0	0.99002373	0.0064942827	0.0034819883	0.0028061452	0.99332523	0.003868618	o/o
106	to	happen	I happened to notice that it was bolted.	I did not happen to notice that it was bolted.	I noticed that it was bolted.	1.0,1.0,2.0	-2.0,-2.0,-2.0	0.9989109	0.00018716433	0.0009018617	0.00014694098999999995	0.9995895	0.0002635507	o/o
107	to	expect	They expect to have more software development effort.	They do not expect to have more software development effort.	They have more software development effort.	0.0,0.0,0.0	0.0,0.0,0.0	0.99051344	0.0013160747	0.008170417	0.0014862525	0.9967896	0.0017241733	o/o
108	to	expect	I expect to be a huge success in the business world.	I do not expect to be a huge success in the business world.	I am a huge success in the business world.	-1.0,0.0,0.0	-1.0,-1.0,0.0	0.24461184	0.07938360400000001	0.6760045	0.00038341695	0.9989128	0.0007037602000000001	o/o
109	to	expect	Holland expected to get a lot of money.	Holland did not expect to get a lot of money.	Holland got a lot of money.	0.0,0.0,1.0	-2.0,-1.0,0.0	0.9860142	0.0021551368	0.011830782	0.0040132287	0.99255955	0.0034272538	o/o
110	to	expect	It's expected to continue going on.	It's not expected to continue going on.	It's continued going on.	0.0,0.0,1.0	-1.0,-1.0,0.0	0.9908999	0.0010282762	0.008071818	0.8349955	0.13260233	0.03240217	o/o
111	to	wish	They wish to keep watch and Severn agreed to arm the miners.	They do not wish to keep watch and Severn agreed to arm the miners.	They keep watch and severn agreed to arm the miners.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.9974105	0.0011469256	0.0014426594	0.9914193	0.006859438000000001	0.0017212387	o/o
112	to	wish	Police officers wish to present legally obtained evidence.	Police officers do not wish to present legally obtained evidence.	Police officers present legally obtained evidence.	0.0,1.0,1.0	-1.0,0.0,1.0	0.9722198	0.0044490006	0.023331184	0.0009908612	0.99717474	0.001834387	o/o
113	to	wish	Shane Massello wished to represent himself legally.	Shane Massello did not wish to represent himself legally.	Shane massello represented himself legally.	0.0,1.0,2.0	-1.0,-1.0,-1.0	0.9566421	0.023673262	0.019684657	0.0005418472	0.9986229	0.0008351917	o/o
114	to	wish	Any dollar amount you wish to contribute is fine.	Any dollar amount you do not wish to contribute is fine.	Any dollar amount you contribute is fine.	2.0,2.0,2.0	-2.0,0.0,0.0	0.9981355	0.00026835554	0.0015962422	0.7151416	0.28184813	0.0030102383000000003	o/o
115	to	wish	This is the only issue I wish to keep private.	This is the only issue I do not wish to keep private.	This is the only issue i keep private.	1.0,1.0,2.0	-2.0,-2.0,0.0	0.9978582	0.00033698397000000004	0.0018047439	0.020520052	0.97492915	0.004550862	o/o
116	to	happen	At that moment, I happened to look up.	At that moment, I did not happen to look up.	At that moment, i looked up.	2.0,2.0,2.0	-2.0,-2.0,-2.0	0.9989359	0.00021115495	0.0008529963699999999	0.00013799133	0.99964476	0.00021726797	o/o
117	to	happen	Because I happened to meet him this morning.	Because I did not happen to meet him this morning.	Because i met him this morning.	2.0,2.0,2.0	-2.0,-2.0,-1.0	0.99852854	0.0003972477	0.0010742531	0.00015531988000000002	0.99953425	0.00031043356	o/o
118	to	wish	I wish to return to Marguerite.	I do not wish to return to Marguerite.	I return to marguerite.	0.0,1.0,1.0	-2.0,0.0,0.0	0.51385605	0.1428561	0.34328777	0.00045216267	0.9987571	0.0007906781399999999	o/o
119	to	wait	There is always a large crowd of people waiting to see the Angel's Pillar. 	There is always a large crowd of people not waiting to see the Angel's Pillar. 	There is always a large crowd of people seeing the angel's pillar.	1.0,1.0,1.0	-1.0,0.0,1.0	0.9984517	0.00022368094	0.0013246518	0.3516036	0.64362854	0.0047678505	o/o
120	to	love	The woman loved to spend time in a cabin in the woods.	The woman did not love to spend time in a cabin in the woods.	The woman spent time in a cabin in the woods.	0.0,1.0,2.0	0.0,0.0,0.0	0.9981817	0.00014626656999999998	0.0016720754999999998	0.99603903	0.0010533151	0.00290762	o/o
121	to	love	Drew loved to drink sherry more than any other drink.	Drew did not love to drink sherry more than any other drink.	Drew drank sherry more than any other drank.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.9987613	0.00041121634	0.0008274783	0.85743356	0.13355297	0.009013439	o/o
122	to	love	Children love to dance to Michael Jackson Records. 	Children do not love to dance to Michael Jackson Records. 	Children dance to michael jackson records.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.9982798	0.00028635652	0.0014338291	0.65135473	0.319304	0.029341303	o/o
123	to	love	The man loves to read the fruits of their minds. 	The man does not love to read the fruits of their minds. 	The man reads the fruits of their minds.	1.0,1.0,1.0	-1.0,0.0,0.0	0.9917232	0.0012986583	0.006978115500000001	0.0034380003	0.99379086	0.002771127	o/o
124	to	love	She really loved to eat at her Greek restaurant.	She really did not love to eat at her Greek restaurant.	She really ate at her greek restaurant.	0.0,1.0,1.0	0.0,0.0,0.0	0.998055	0.0001882576	0.0017568464000000002	0.0017092924	0.99705446	0.0012362323	o/o
125	to	love	Everyone loves to be interrupted as they dine. 	Everyone does not love to be interrupted as they dine. 	Everyone is interrupted as they dine.	0.0,0.0,1.0	-2.0,-1.0,0.0	0.9542742	0.03379582	0.011930055	0.10543384	0.8744482	0.020117963	o/o
126	to	love	The captain loved to end wars.  	The captain did not love to end wars.  	The captain ended wars.	0.0,0.0,2.0	-1.0,0.0,0.0	0.98830146	0.0065515675	0.0051470166	0.011400252	0.9834524	0.0051473826	o/o
127	to	love	Julius loves to ask questions. 	Julius does not love to ask questions. 	Julius asks questions.	0.0,1.0,1.0	0.0,0.0,0.0	0.99816906	0.0003637004	0.0014671172	0.98900133	0.004969928	0.006028848000000001	o/o
128	to	love	I love to read pure history.	I do not love to read pure history.	I read pure history.	1.0,2.0,2.0	-1.0,0.0,0.0	0.9968309	0.0002643839	0.0029047504	0.00045346483	0.9989594	0.0005871216999999999	o/o
129	to	wait	Some surmise that he's cleverly waiting to unveil his platform.	Some surmise that he's cleverly not waiting to unveil his platform.	Some surmise that he's cleverly unveiling his platform.	1.0,1.0,1.0	-2.0,1.0,1.0	0.9973212	0.0005040922	0.0021747826000000003	0.0004365568	0.9989569	0.00060650706	o/o
130	to	happen	He happened to have an old envelope and a pen in one of his pockets. 	He did not happen to have an old envelope and a pen in one of his pockets. 	He had an old envelope and a pen in one of his pockets.	2.0,2.0,2.0	-2.0,-2.0,-2.0	0.9986315999999998	0.00023663984	0.001131766	0.00031629167	0.9987998	0.0008838895	o/o
131	to	wait	That the captain was only waiting to make trouble for Rennie.	That the captain was only not waiting to make trouble for Rennie.	That the captain was only making trouble for rennie.	-2.0,0.0,0.0	-1.0,-1.0,1.0	0.9972531	0.0009997081	0.0017472470000000002	0.0022740006	0.9958949	0.0018310994	o/o
132	to	wait	There is no one waiting to discuss things.	There is no one not waiting to discuss things.	There is no one discussing things.	0.0,0.0,1.0	-2.0,0.0,0.0	0.99798846	0.0004121280000000001	0.0015994831	0.04595634	0.9520185	0.002025243	o/o
133	to	wait	He is still waiting to do it.	He is still not waiting to do it.	He is still doing it.	-2.0,-1.0,0.0	0.0,0.0,1.0	0.9957098	0.0006159718599999999	0.003674234	0.00057692925	0.9989214	0.0005017173	o/o
134	to	work	GAO has a series of publications that work to define actions that can be taken to improve.	GAO has a series of publications that do not work to define actions that can be taken to improve.	Gao has a series of publications that define actions that can be taken to improve.	1.0,2.0,2.0	-2.0,-2.0,-1.0	0.998838	0.00020087337	0.00096111384	0.013400468	0.9839788	0.0026207385	o/o
135	to	work	Competing community groups worked to reach a consensus about the health study. 	Competing community groups did not work to reach a consensus about the health study. 	Competing community groups reached a consensus about the health study.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.9961606	0.00053187617	0.0033074827000000003	0.0002764082	0.99916756	0.0005559884	o/o
136	to	work	30 people work to help account for inventory and related property.	30 people do not work to help account for inventory and related property.	30 people help account for inventory and related property.	1.0,2.0,2.0	-2.0,-1.0,-1.0	0.99759525	0.0007801883	0.0016246092000000002	0.009283423	0.9873239	0.0033926503	o/o
137	to	work	The GAO works to improve government amongst other things.	The GAO does not work to improve government amongst other things.	The gao improves government amongst other things.	1.0,1.0,2.0	-2.0,-1.0,-1.0	0.99557143	0.0004942255	0.0039343634	0.0004856846599999999	0.9985613	0.0009530069	o/o
138	to	work	CDC works to investigate cancer rates across the country.	CDC does not work to investigate cancer rates across the country.	Cdc investigates cancer rates across the country.	1.0,2.0,2.0	-2.0,-1.0,-1.0	0.9987191	0.00022870259	0.0010522773	0.00079814775	0.99836284	0.00083910616	o/o
139	to	work	We love working to improve legal services.	We love not working to improve legal services.	We love improving legal services.	1.0,1.0,2.0	-2.0,-2.0,-1.0	0.9985775	0.0001304562	0.001292087	0.00016027447	0.9996426	0.0001971032	o/o
140	to	wish	You wish to believe he committed the crime. 	You do not wish to believe he committed the crime. 	You believe he committed the crime.	1.0,1.0,1.0	-2.0,0.0,1.0	0.99013156	0.0017728332999999996	0.008095657	0.0006758904	0.9980447	0.0012793663	o/o
141	to	wish	He wished to be arrested. 	He did not wish to be arrested. 	He was arrested.	0.0,0.0,0.0	0.0,0.0,1.0	0.1536949	0.64117175	0.20513333	0.0003462578500000001	0.99912363	0.0005301616999999999	o/o
142	to	agree	LSNY agreed to keep the current members.	LSNY did not agree to keep the current members.	Lsny kept the current members.	1.0,1.0,2.0	-2.0,-1.0,0.0	0.99818796	0.00040606243	0.0014060051	0.0003740368700000001	0.9992987	0.00032723587000000004	o/o
143	to	say	The croseis said to weigh 181,740 tons.	The croseis did not say to weigh 181,740 tons.	The croseis weighed 181,740 tons.	0.0,1.0,2.0	0.0,0.0,0.0	0.9980252	0.0004330972	0.0015417371	0.9786791	0.0138726	0.007448306	o/o
144	to	mean	He definitely meant to give the name to Nevis.	He definitely did not mean to give the name to Nevis.	He definitely gave the name to nevis.	-1.0,0.0,0.0	1.0,1.0,2.0	0.95897406	0.017785387	0.023240589	0.00022191693	0.9993662	0.00041179886	o/+
145	to	mean	Drew meant to take a long wash in the stream.	Drew did not mean to take a long wash in the stream.	Drew took a long wash in the stream.	1.0,1.0,2.0	0.0,1.0,1.0	0.9970272	0.0008693827000000001	0.0021033273	0.038393054	0.9526713	0.008935727	o/+
146	to	mean	It's meant to be worn on your pinkie toe. 	It's not meant to be worn on your pinkie toe. 	It's been worn on your pinkie toe.	0.0,0.0,0.0	-2.0,0.0,0.0	0.99304277	0.0023160917	0.0046411394	0.0006973212599999999	0.99831474	0.0009880073	o/+
147	to	mean	 First, of course, he meant to stay here.	 First, of course, he did not mean to stay here.	First, of course, he stayed here.	0.0,1.0,2.0	0.0,0.0,1.0	0.99776435	0.00097084104	0.0012648123	0.0005985863400000001	0.9989421	0.0004592956	o/+
148	to	mean	Dave meant to follow with a heavy hammer.	Dave did not mean to follow with a heavy hammer.	Dave followed with a heavy hammer.	0.0,0.0,0.0	0.0,1.0,1.0	0.99784756	0.0006085618499999999	0.0015438343	0.020692464	0.9711331	0.008174369	o/+
149	to	mean	We had meant to do this for a while.	We had not meant to do this for a while.	We had done this for a while.	-1.0,1.0,1.0	-1.0,0.0,1.0	0.9981361	0.00023068528	0.001633184	0.0025737584	0.99527586	0.0021503675	o/+
150	to	mean	I meant to say Wong.	I did not mean to say Wong.	I said wong.	-1.0,-1.0,0.0	1.0,1.0,1.0	0.9957007	0.001094883	0.0032044668	0.0016648525	0.99651766	0.0018173908	o/+
151	to	say	Mistuh Nye says to tell you he'll be back.	Mistuh Nye does not say to tell you he'll be back.	Mistuh nye tells you he'll be back.	-1.0,0.0,2.0	-2.0,-1.0,0.0	0.9983255	0.00044151378	0.0012329713	0.00016753256	0.99950135	0.00033112068	o/o
152	to	say	He said to look on the piece of paper. 	He did not say to look on the piece of paper. 	He looked on the piece of paper.	0.0,0.0,0.0	-1.0,-1.0,0.0	0.99663794	0.0006135529	0.002748499	0.001684237	0.9968252	0.0014906641	o/o
153	to	say	My Dad said to get rid of them.	My Dad did not say to get rid of them.	My dad got rid of them.	0.0,0.0,0.0	-1.0,0.0,0.0	0.99505144	0.0015164361	0.0034321523	0.0016133378	0.99607205	0.0023146623	o/o
154	to	prefer	They prefer to have their own area of operation.	They do not prefer to have their own area of operation.	They have their own area of operation.	0.0,0.0,0.0	-2.0,0.0,0.0	0.99351543	0.0016680997	0.004816450999999999	0.5861564	0.339589	0.074254595	o/o
