	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
253	silver/p01/d0862	and	conjunction	neutral				There are four fountains with statues of Neptune , his wife Amphitrite , Diana	There are four fountains with statues of Neptune , his wife Amphitrite , Diana and Adonis in the Market Square .
254	silver/p01/d0883	and	conjunction	entailment				It was a pleasure to spend the evening with a smart , funny and beautiful girl like you .	It was a pleasure to spend the evening with a smart , funny
255	silver/p01/d0883	and	conjunction	neutral				It was a pleasure to spend the evening with a smart , funny	It was a pleasure to spend the evening with a smart , funny and beautiful girl like you .
256	silver/p01/d0915	and	conjunction	entailment				The dog bared its fangs and growled as I approached the gate .	The dog bared its fangs
257	silver/p01/d0915	and	conjunction	neutral				The dog bared its fangs	The dog bared its fangs and growled as I approached the gate .
258	silver/p01/d0924	and	conjunction	entailment				For him , it always goes in one ear and out the other .	For him , it always goes in one ear
259	silver/p01/d0924	and	conjunction	neutral				For him , it always goes in one ear	For him , it always goes in one ear and out the other .
260	silver/p01/d1579	and	conjunction	entailment				I have a lot of flowers . Some are red and others are yellow .	I have a lot of flowers . Some are red
261	silver/p01/d1579	and	conjunction	neutral				I have a lot of flowers . Some are red	I have a lot of flowers . Some are red and others are yellow .
262	silver/p01/d1585	and	conjunction	entailment				Tom took a picture of his dog and sent it to Mary .	Tom took a picture of his dog
263	silver/p01/d1585	and	conjunction	neutral				Tom took a picture of his dog	Tom took a picture of his dog and sent it to Mary .
264	silver/p01/d1801	and	conjunction	entailment				Tom gave Mary a dirty look and then left the room .	Tom gave Mary a dirty look
265	silver/p01/d1801	and	conjunction	neutral				Tom gave Mary a dirty look	Tom gave Mary a dirty look and then left the room .
266	silver/p01/d1808	and	conjunction	entailment				Let 's sing and dance .	Let 's sing
267	silver/p01/d1808	and	conjunction	neutral				Let 's sing	Let 's sing and dance .
268	silver/p01/d1823	and	conjunction	neutral				It 's enough for a man to understand his own business , and not to interfere with other people 's . Mine occupies me constantly . Good afternoon , gentlemen !	It 's enough for a man to understand his own business ,
269	silver/p01/d1823	and	conjunction	entailment				It 's enough for a man to understand his own business ,	It 's enough for a man to understand his own business , and not to interfere with other people 's . Mine occupies me constantly . Good afternoon , gentlemen !
270	silver/p01/d1880	and	conjunction	entailment				Two small rabbits , a white rabbit and a black rabbit , lived in a large forest .	Two small rabbits , a white rabbit
271	silver/p01/d1880	and	conjunction	neutral				Two small rabbits , a white rabbit	Two small rabbits , a white rabbit and a black rabbit , lived in a large forest .
272	silver/p01/d1911	and	conjunction	neutral				Tom is inclined to be moody and is not easy to live with .	Tom is inclined to be moody
273	silver/p01/d1911	and	conjunction	entailment				Tom is inclined to be moody	Tom is inclined to be moody and is not easy to live with .
274	silver/p01/d1917	and	conjunction	entailment				She refused to play with it , and just sat and looked angry .	She refused to play with it ,
275	silver/p01/d1917	and	conjunction	neutral				She refused to play with it ,	She refused to play with it , and just sat and looked angry .
276	silver/p01/d2045	and	conjunction	entailment				It 's the law : always buckle your safety belt in cars and airplanes .	It 's the law : always buckle your safety belt in cars
277	silver/p01/d2045	and	conjunction	neutral				It 's the law : always buckle your safety belt in cars	It 's the law : always buckle your safety belt in cars and airplanes .
278	silver/p01/d2116	and	conjunction	entailment				Close the door and open the window !	Close the door
279	silver/p01/d2116	and	conjunction	neutral				Close the door	Close the door and open the window !
280	silver/p01/d2139	and	conjunction	entailment				America ’s credit-driven capitalist model has suffered a warning heart attack and needs a total rethink .	America ’s credit-driven capitalist model has suffered a warning heart attack
281	silver/p01/d2139	and	conjunction	neutral				America ’s credit-driven capitalist model has suffered a warning heart attack	America ’s credit-driven capitalist model has suffered a warning heart attack and needs a total rethink .
282	silver/p01/d2168	and	conjunction	entailment				Tom closed his eyes and took a deep breath .	Tom closed his eyes
283	silver/p01/d2168	and	conjunction	neutral				Tom closed his eyes	Tom closed his eyes and took a deep breath .
284	silver/p01/d2264	and	conjunction	entailment				I hung the laundry out to dry last night and by morning it had frozen hard as a rock .	I hung the laundry out to dry last night
285	silver/p01/d2264	and	conjunction	neutral				I hung the laundry out to dry last night	I hung the laundry out to dry last night and by morning it had frozen hard as a rock .
286	silver/p01/d2309	and	conjunction	entailment				Hey Tom , I heard through the grapevine that you and Susie are going out . Way to go !	Hey Tom , I heard through the grapevine that you
287	silver/p01/d2309	and	conjunction	neutral				Hey Tom , I heard through the grapevine that you	Hey Tom , I heard through the grapevine that you and Susie are going out . Way to go !
288	silver/p01/d2317	and	conjunction	entailment				I was angry and confused .	I was angry
289	silver/p01/d2317	and	conjunction	neutral				I was angry	I was angry and confused .
290	silver/p01/d2353	and	conjunction	entailment				We should have phoned ahead and reserved a table .	We should have phoned ahead
291	silver/p01/d2353	and	conjunction	neutral				We should have phoned ahead	We should have phoned ahead and reserved a table .
292	silver/p01/d2357	and	conjunction	entailment				Columbus , Ericson , and Magellan once walked into a bar . Only Columbus walked out .	Columbus , Ericson ,
293	silver/p01/d2357	and	conjunction	neutral				Columbus , Ericson ,	Columbus , Ericson , and Magellan once walked into a bar . Only Columbus walked out .
294	silver/p01/d2369	and	conjunction	entailment				We learn to read and write .	We learn to read
295	silver/p01/d2369	and	conjunction	neutral				We learn to read	We learn to read and write .
296	silver/p01/d2376	and	conjunction	entailment				He is always complaining of this and that .	He is always complaining of this
297	silver/p01/d2376	and	conjunction	neutral				He is always complaining of this	He is always complaining of this and that .
298	silver/p01/d2453	and	conjunction	entailment				Let 's speak Vabungula and Yuelami !	Let 's speak Vabungula
299	silver/p01/d2453	and	conjunction	neutral				Let 's speak Vabungula	Let 's speak Vabungula and Yuelami !
300	silver/p01/d2477	and	conjunction	entailment				A painter paints his pictures on canvas . But musicians paint their pictures on silence . We provide the music , and you provide the silence .	A painter paints his pictures on canvas . But musicians paint their pictures on silence . We provide the music ,
301	silver/p01/d2477	and	conjunction	neutral				A painter paints his pictures on canvas . But musicians paint their pictures on silence . We provide the music ,	A painter paints his pictures on canvas . But musicians paint their pictures on silence . We provide the music , and you provide the silence .
302	silver/p01/d2486	and	conjunction	entailment				You 've got my computer and I want it back .	You 've got my computer
303	silver/p01/d2486	and	conjunction	neutral				You 've got my computer	You 've got my computer and I want it back .
304	silver/p01/d2542	and	conjunction	entailment				Tom closed his eyes and began to count sheep .	Tom closed his eyes
305	silver/p01/d2542	and	conjunction	neutral				Tom closed his eyes	Tom closed his eyes and began to count sheep .
306	silver/p01/d2733	and	conjunction	entailment				Tom came up to me after class and asked me a few questions .	Tom came up to me after class
307	silver/p01/d2733	and	conjunction	neutral				Tom came up to me after class	Tom came up to me after class and asked me a few questions .
308	silver/p01/d2843	and	conjunction	entailment				It is sweet and noble to die for one 's country .	It is sweet
309	silver/p01/d2843	and	conjunction	neutral				It is sweet	It is sweet and noble to die for one 's country .
310	silver/p01/d2976	and	conjunction	entailment				All the teachers and students we talked to said that Tom is easy to get along with .	All the teachers
311	silver/p01/d2976	and	conjunction	neutral				All the teachers	All the teachers and students we talked to said that Tom is easy to get along with .
312	silver/p01/d2998	and	conjunction	entailment				Trying to forget the day 's events , he turned off the lights and drifted off to sleep .	Trying to forget the day 's events , he turned off the lights
313	silver/p01/d2998	and	conjunction	neutral				Trying to forget the day 's events , he turned off the lights	Trying to forget the day 's events , he turned off the lights and drifted off to sleep .
314	silver/p01/d3036	and	conjunction	entailment				The dead are gone and they can not defend themselves . The best thing to do is to leave them in peace !	The dead are gone
315	silver/p01/d3036	and	conjunction	neutral				The dead are gone	The dead are gone and they can not defend themselves . The best thing to do is to leave them in peace !
316	silver/p01/d3173	and	conjunction	entailment				Tom fell over jogging and broke his arm .	Tom fell over jogging
317	silver/p01/d3173	and	conjunction	neutral				Tom fell over jogging	Tom fell over jogging and broke his arm .
318	silver/p01/d3210	and	conjunction	entailment				Sometimes I walk home from work and sometimes I cycle , because I live close to where I work .	Sometimes I walk home from work
319	silver/p01/d3210	and	conjunction	neutral				Sometimes I walk home from work	Sometimes I walk home from work and sometimes I cycle , because I live close to where I work .
320	silver/p01/d3257	and	conjunction	entailment				Leave home early in the morning , and you will get to your destination before dark .	Leave home early in the morning ,
321	silver/p01/d3257	and	conjunction	neutral				Leave home early in the morning ,	Leave home early in the morning , and you will get to your destination before dark .
322	silver/p01/d3271	and	conjunction	entailment				It was exceptionally cold last summer , and the rice crop was the worst in 10 years .	It was exceptionally cold last summer ,
